index,pl-name,hostname,pl-letter,pl-orbsmax,e_pl_orbsmax,pl-orbeccen,e_pl_orbeccen,pl-rade,e_pl_rade,e_pl_rade,pl-bmassj,e_pl_bmassj,pl-radj,e_pl_rade,e_pl_rade,pl-bmasse,e_pl_bmasse,st-rad,e_st_rad,RoVK,RoM,Ro,e_RoVK,e_RoM,e_Ro,KOI,KIC,TIC,GAIA,r-Prot,sy-dist,e_sy_dist,st-mass,e_st_mass,sy-vmag,e_sy_vmag,sy-kmag,e_sy_kmag,Prot,e_Prot,VK-color,e_VK_color,st-teff,st-lum,e_st_lum,st-age,e_st_age,Tauc,e_Tauc,st-met,e_st_met,st-spectype,rperi,e_rperi,RA,e_RA,RASun,e_RASun,LX,e_LX,ASHC,e_ASHC,mass-class,rad-class,habitable,CHZ,OHZ,size-class,n-size_class
934,Proxima Cen b,Proxima Cen,b,0.04856,0.0003,0.02,0.04,1.03,,,0.00337,0.00019,0.092,,,1.07,0.06,0.14,0.02,0.45471838044614055,0.6306356377321675,0.45471838044614055,0.5700779512910844,0.09863115552267489,0.5700779512910844,-1,-1,-1,-1,nasa,1.30119,0.00035,0.12,0.0,11.01,0.1,4.384,0.033,90.0,4.0,6.6259999999999994,0.10530432089900206,2900.0,-2.796,0.204,,,197.92470212375792,247.9811454801935,,,M5.5 V,0.0475888,0.00196452379980493,0.06822733910559356,0.2776999362345309,14.671280624114987,59.71526586270781,29.460406840996818,27.91081312168599,0.6975033853562446,0.1958251081432233,1,1,1,75,94,1,
935,GJ 338 B b,GJ 338 B,b,0.142,0.005,0.109,0.1,3.25,,,0.03335,0.00378,0.29,,,10.6,1.2,0.58,0.03,0.48906843337397404,0.5289244369956594,0.48906843337397404,0.349541546437512,0.2194798741383082,0.349541546437512,-1,-1,-1,-1,nasa,6.33256,0.00168,0.64,0.07,7.7,0.1,4.136,0.02,16.61,0.04,3.564,0.10198039027185571,4014.0,-1.101,0.017,4.0,3.0,33.962527259040854,24.273181623328114,-0.03,0.16,M0 V,0.126522,0.014882440156103433,0.06933327306128059,0.15930571751169395,14.9090953715216,34.25633942755414,29.405375646955818,15.88227990334289,1.8248381248087457,0.36136629125605285,3,3,0,0,0,3,
936,Kepler-1086 b,Kepler-1086,b,0.1198,,0.0,,2.44,0.35,0.35,0.0205,,0.218,0.35,0.35,6.53,,0.66,0.02,0.5003076128578972,0.4705297756926831,0.5003076128578972,0.3148837528371221,0.19732384173817555,0.3148837528371221,2078,-1,-1,-1,mcq13,466.084,7.178,0.7,0.03,16.002,0.069,12.941,0.028,12.72,0.002,3.060999999999998,0.07446475676452587,4350.0,-0.86,,2.88,5.26,25.424358280977973,16.001589608915893,0.06,0.129,,0.1198,0.0,0.06968197349715004,0.14064916236541414,14.984078245182758,30.24452305572223,29.388206233737677,13.97812474823188,1.719239481713298,0.24180959300852412,2,2,0,0,0,2,
937,Kepler-1089 b,Kepler-1089,b,0.0497,,0.0,,1.83,0.34,0.34,0.0126,,0.163,0.34,0.34,4.01,,0.49,0.03,0.91117514782311,0.8463068691857156,0.91117514782311,0.7226071936086379,0.2678027874227505,0.7226071936086379,2090,-1,-1,-1,mcq13,259.328,2.538,0.52,0.03,16.233,0.389,12.386,0.028,36.421,0.051,3.8470000000000013,0.3900064102037299,3753.0,-1.297,0.116,3.72,5.26,39.97145893082517,31.699304799923343,-0.09,0.087,,0.0497,0.0,0.0795442845251413,0.17613860126414582,17.104822430589532,37.87600222670147,28.935171560737334,17.340651798846935,0.6248091902101588,0.11005301682060101,2,2,0,0,0,2,
938,HD 83443 b,HD 83443,b,0.0406,0.0004,0.012,0.007,14.1,,,0.402,0.008,1.25,,,127.76702,2.54263,0.94,0.02,2.8925089098263808,2.557258939064714,2.8925089098263808,,,,-1,-1,-1,-1,nasa,40.8991,0.0628,1.0,0.03,8.23,0.03,6.444,0.02,35.3,,1.7860000000000005,0.03605551275463989,5442.0,-0.104,0.001,2.64,2.49,12.203938207443183,5.249321432885727,0.34,0.03,K0 V,0.0401128,0.0004867778548783829,0.10265458291809378,,22.074350444942976,,28.062260820046433,,0.3907550823328099,,3,3,0,0,0,3,
939,HD 231701 b,HD 231701,b,0.567,0.053,0.13,0.032,13.7,,,1.13,0.25,1.22,,,359.1479,79.4575,1.53,0.2,1.3125317890878239,1.3106563340512185,1.3125317890878239,,,,-1,-1,-1,-1,nasa,108.877,0.471,1.21,0.34,8.97,0.03,7.657,0.026,12.2,,1.3130000000000006,0.039698866482558416,6101.0,0.47,0.11,3.43,0.71,9.295012967631578,3.419851669860017,0.05,,F8 V,0.49328999999999995,0.04955135554149856,0.08621990469763403,,18.540315858510926,,28.65936770204718,,5.721300687236045,,3,3,0,0,0,3,
940,HD 25171 b,HD 25171,b,2.971,0.033,0.042,0.046,13.9,,,0.915,0.012,1.24,,,290.81445,3.81396,1.23,0.04,2.4108638272185785,1.8656865507238405,2.4108638272185785,,,,-1,-1,-1,-1,nasa,55.6146,0.0928,1.08,0.02,7.77,0.03,6.489,0.023,22.0,,1.2809999999999997,0.037802116342871596,6125.0,0.276,,4.802,0.619,9.125359861316378,3.321708578333958,-0.12,0.04,F8 V,2.846218,0.1402748749847955,0.09860810567083686,,21.204215334709207,,28.199898342790604,,28.86393548113523,,3,3,0,0,0,3,
941,Kepler-1236 b,Kepler-1236,b,0.1803,,0.0,,2.14,0.22,0.22,0.0164,,0.191,0.22,0.22,5.22,,0.82,0.07,1.8456238379615724,1.4744063439811663,1.8456238379615724,0.9008402368849725,0.7916246542069935,0.9008402368849725,2432,-1,-1,-1,mcq13,999.64,38.08,0.86,0.05,16.145,0.149,14.018,0.054,27.409,0.2,2.126999999999999,0.15848343762046554,5337.0,-0.379,,4.07,5.41,14.850805151212334,7.247797466939411,-0.09,0.174,,0.1803,0.0,0.09295939838910472,0.10940138211948074,19.989544342403427,23.52514987074072,28.40178965530829,10.475719271741212,1.9395564421072242,0.21219015546527295,2,2,0,0,0,2,
942,Kepler-111 b,Kepler-111,b,0.046,,0.0,,1.58,0.2,0.2,0.00982,,0.141,0.2,0.2,3.12,,1.16,0.14,1.7025466488022483,1.6982046282677277,1.7025466488022483,0.6545797196128256,1.3470326802186245,0.6545797196128256,139,-1,-1,-1,mcq13,657.223,6.014,1.17,0.03,13.543,0.069,12.11,0.023,16.957,0.105,1.4329999999999998,0.07273238618387273,5952.0,0.195,0.018,2.3,1.1,9.959785837251127,3.828751609714488,0.28,0.07,,0.046,0.0,0.09131782343594595,0.08689062919315167,19.636547917230867,18.68454524550164,28.462766512329438,8.269409721440299,0.5037351775282541,0.043769866522153957,2,1,0,0,0,2,
943,Kepler-1136 b,Kepler-1136,b,0.0299,,0.0,,1.64,0.1,0.1,0.0105,,0.146,0.1,0.1,3.33,,0.68,0.03,1.3586160019936953,1.1971338898140778,1.3586160019936953,0.8176854327661728,0.5269748302402941,0.8176854327661728,2193,-1,-1,-1,mcq13,491.406,8.398,0.72,0.04,16.037,0.115,13.174,0.038,30.821,1.655,2.8629999999999995,0.1211156472137271,4512.0,-0.853,,3.24,6.01,22.685585886499098,13.598909556526833,0.03,0.171,,0.0299,0.0,0.08687936636872608,0.13413483732054346,18.68212334161481,28.84371376046184,28.63329050509686,13.02255289131364,0.3441553644981818,0.046163223829955954,2,2,0,0,0,2,
944,Kepler-1261 b,Kepler-1261,b,0.239,,0.0,,2.26,0.14,0.14,0.018,,0.202,0.14,0.14,5.73,,0.77,0.03,2.1012620531764132,1.6549551078330496,2.1012620531764132,1.0634842459694245,0.8375491637947191,1.0634842459694245,2497,-1,-1,-1,mcq13,744.294,14.018,0.82,0.04,15.817,0.103,13.558,0.053,33.669,1.58,2.2590000000000003,0.11583609109426993,5006.0,-0.523,,4.47,5.91,16.023227540374418,8.074691436458192,0.03,0.16,,0.239,0.0,0.09566047211343166,0.11343676391411668,20.57037031503432,24.39289906791987,28.303763228731942,10.825027606776546,2.4984196159579906,0.2834126361338246,2,2,0,0,0,2,
945,Kepler-1164 b,Kepler-1164,b,0.0457,,0.0,,1.12,0.07,0.07,0.00459,,0.1,0.07,0.07,1.46,,0.79,0.02,0.7693888000118753,0.5979582469592536,0.7693888000118753,0.37290871552713595,0.3141601932800746,0.37290871552713595,2261,-1,-1,-1,mcq13,431.622,3.244,0.85,0.04,14.321,0.137,12.203,0.02,11.367,0.002,2.1180000000000003,0.13845215780189202,5183.0,-0.399,,3.63,2.8,14.774064815896145,7.160719223503149,-0.03,0.105,,0.0457,0.0,0.07662842402461408,0.1088166390049942,16.477809737073834,23.399409508620288,29.06298501103054,10.645169034629246,0.5963844432624706,0.06489655067068671,1,1,0,0,0,1,
946,Kepler-1215 b,Kepler-1215,b,0.0528,,0.0,,1.22,0.18,0.18,0.00624,,0.109,0.18,0.18,1.98,,0.93,0.13,1.891592538189497,1.5427749981444643,1.891592538189497,0.83833679325045,0.9351835372520848,0.83833679325045,2378,-1,-1,-1,mcq13,661.022,6.947,0.95,0.05,14.539,0.126,12.714,0.028,23.609,0.925,1.8249999999999993,0.12907362240210044,5616.0,-0.182,,4.79,5.0,12.48101772625775,5.5098172547533855,0.01,0.16,,0.0528,0.0,0.09346573385203434,0.09966893180801165,20.098424298209483,21.432330312603913,28.383198797036922,9.505738230119174,0.5649129132563995,0.056304266628817275,1,1,0,0,0,1,
947,Kepler-1170 b,Kepler-1170,b,0.088,,0.0,,2.41,0.19,0.19,0.0201,,0.215,0.19,0.19,6.39,,0.76,0.05,1.8016463444822355,1.468147009565177,1.8016463444822355,0.9836087613185012,0.754313155628057,0.9836087613185012,2274,-1,-1,-1,mcq13,1050.45,37.97,0.8,0.05,16.204,0.138,13.806,0.059,31.273,4.325,2.3980000000000015,0.15008331019803636,5069.0,-0.338,,4.9,5.89,17.358012628714523,9.167511907837978,-0.09,0.189,,0.088,0.0,0.09246571311092078,0.12199058942611249,19.883384621810766,26.23227278733136,28.420013799384563,11.724942013614648,0.9517041186329924,0.11609894639129763,2,2,0,0,0,2,
948,Kepler-1011 b,Kepler-1011,b,0.0633,,0.0,,2.87,0.44,0.44,0.0271,,0.256,0.44,0.44,8.6,,0.88,0.09,1.2997692869346962,1.0361085810281614,1.2997692869346962,0.5938086390626217,0.5908683160788615,0.5938086390626217,1911,-1,-1,-1,mcq13,736.779,13.062,0.91,0.04,15.294,0.126,13.361,0.031,17.263,0.037,1.9329999999999998,0.12975746606650423,5416.0,-0.376,,4.47,5.98,13.281587873731118,6.067719023091692,0.08,0.161,,0.0633,0.0,0.0860340882073655,0.10251300745185316,18.50035876932856,22.043906733933063,28.666751496690242,9.896834577934616,0.7357548771532259,0.07542444520434595,2,3,0,0,0,2,
949,Kepler-1014 b,Kepler-1014,b,0.121,,0.0,,2.39,0.25,0.25,0.0198,,0.213,0.25,0.25,6.3,,0.84,0.07,1.946369987811529,1.4830691442043888,1.946369987811529,0.9086285396752649,0.8178624439859451,0.9086285396752649,1920,-1,-1,-1,mcq13,624.8,6.638,0.88,0.05,14.866,0.172,12.898,0.033,26.377,0.027,1.968,0.17513708916160506,5388.0,-0.337,,4.79,6.46,13.551894123510364,6.326447819801806,-0.06,0.151,,0.121,0.0,0.0940567257021183,0.10482325434875873,20.22550835854089,22.54069117518227,28.361626612569324,10.005199412775374,1.2864577104588162,0.1348506837923463,2,2,0,0,0,2,
950,Kepler-1031 b,Kepler-1031,b,0.0218,,0.0,,0.87,0.21,0.21,0.00186,,0.078,0.21,0.21,0.59,,1.12,0.27,1.9990616317380225,1.8134900778556993,1.9990616317380225,0.7962700102387368,1.3445259632132491,0.7962700102387368,1972,-1,-1,-1,mcq13,682.882,,1.09,0.1,13.877,0.092,12.353,0.025,20.981,0.465,1.524000000000001,0.09533624704172071,6011.0,0.17,,3.39,1.7,10.495424286523232,4.17408096910141,0.03,0.17,,0.0218,0.0,0.09461310802899046,0.0900197339385488,20.345150152561413,19.357412961343826,28.341441247664047,8.530803180111995,0.23041204812043853,0.02074163126803798,1,1,0,0,0,1,
951,Kepler-1206 b,Kepler-1206,b,0.0201,,0.0,,1.64,0.09,0.09,0.0105,,0.146,0.09,0.09,3.33,,0.75,0.03,1.1725904402165286,0.8669545878438308,1.1725904402165286,0.5915012310878268,0.42475430326052577,0.5915012310878268,2355,-1,-1,-1,mcq13,762.019,22.169,0.8,0.04,15.971,0.16,13.742,0.056,18.467,0.004,2.228999999999999,0.16951696080333672,4877.0,-0.62,,3.55,6.59,15.748891826706275,7.944366358010545,0.07,0.15,,0.0201,0.0,0.08410007861405416,0.11288648867227956,18.08447859804873,24.274570512251003,28.74456415983309,10.957313944344499,0.23900096565000167,0.02697997980151279,2,2,0,0,0,2,
952,Kepler-1224 b,Kepler-1224,b,0.1165,,0.0,,1.33,0.12,0.12,0.00733,,0.119,0.12,0.12,2.33,,1.22,0.1,1.1005598532428065,1.0579610192926108,1.1005598532428065,0.41052891347923215,0.8510185913684627,0.41052891347923215,2403,-1,-1,-1,mcq13,559.598,8.382,1.18,0.04,12.926,0.069,11.588,0.021,10.378,0.187,1.338000000000001,0.07212489168102786,6155.0,0.293,0.024,2.34,1.0,9.429746114599,3.5133611316506594,0.14,0.082,,0.1165,0.0,0.08293105407156753,0.08441524235655362,17.833097152661352,18.15224990159612,28.792471027956744,8.116254628467027,1.4047813729638992,0.11858496005671969,1,1,0,0,0,1,
953,Kepler-1405 b,Kepler-1405,b,0.1778,,0.0,,3.96,0.88,0.88,0.0467,,0.353,0.88,0.88,14.9,,1.07,0.23,1.1356213660399395,1.112265726247364,1.1356213660399395,0.5673909368324386,0.7766683056925456,0.5673909368324386,2998,-1,-1,-1,mcq13,1530.3,87.7,1.05,0.08,16.028,0.435,14.237,0.072,13.899,0.06,1.7909999999999986,0.440918359790109,5925.0,0.022,,3.63,2.37,12.239114563745515,6.114805231825219,0.03,0.146,,0.1778,0.0,0.0835073028274509,0.11184848424901961,17.95701092854198,24.051363006544968,28.76877242185554,10.862009233576465,2.1291551035648197,0.23814277106478945,3,3,0,0,0,3,
954,Kepler-1053 b,Kepler-1053,b,0.0315,,0.0,,0.98,0.05,0.05,0.00284,,0.087,0.05,0.05,0.904,,0.69,0.03,0.610149512217739,0.6073377391170209,0.610149512217739,0.3778648997243244,0.2731451759581194,0.3778648997243244,2013,-1,-1,-1,mcq13,151.129,0.389,0.74,0.04,13.576,0.103,10.585,0.018,14.9,0.016,2.9909999999999997,0.10456098698845569,4529.0,-0.895,0.031,3.09,5.5,24.42024405762822,15.123406666391135,0.1,0.171,,0.0315,0.0,0.07280366052424356,0.13830559615862117,15.655350890364865,29.740573789463458,29.238219700383887,13.68379049773826,0.43267055218343764,0.05984075866001016,1,1,0,0,0,1,
955,Kepler-1242 b,Kepler-1242,b,0.1039,,0.0,,2.26,0.13,0.13,0.018,,0.202,0.13,0.13,5.73,,0.74,0.04,1.6935325356942204,1.266906442431122,1.6935325356942204,0.9300521944265508,0.6214101511589127,0.9300521944265508,2448,-1,-1,-1,mcq13,687.615,14.039,0.77,0.04,15.714,0.206,13.343,0.03,28.943,4.107,2.3710000000000004,0.20817300497422808,4895.0,-0.516,,5.62,5.24,17.090312344153197,9.066920135285299,-0.05,0.169,,0.1039,0.0,0.09121084990481403,0.12266450007352059,19.61354484082245,26.377187309183096,28.466778039799404,11.813696967565749,1.1391188669815941,0.13972944634261245,2,2,0,0,0,2,
956,Kepler-1245 b,Kepler-1245,b,0.0484,,0.0,,1.44,0.12,0.12,0.00839,,0.128,0.12,0.12,2.67,,0.83,0.06,1.8001015358944736,1.386024804225573,1.8001015358944736,0.8483894147754216,0.7387145265279954,0.8483894147754216,2458,-1,-1,-1,mcq13,805.936,16.352,0.86,0.04,15.582,0.046,13.519,0.033,25.766,0.447,2.0630000000000006,0.056612719418872644,5306.0,-0.411,0.023,4.57,6.27,14.31363702892283,6.7414577142398135,-0.01,0.16,,0.0484,0.0,0.09244820134060108,0.10573297386561475,19.879618974491766,22.736312908288006,28.420662023147642,10.121992499111387,0.5235364160486252,0.055355062195766906,1,1,0,0,0,1,
957,Kepler-1308 b,Kepler-1308,b,0.025,,0.0,,0.52,0.06,0.06,0.00029,,0.046,0.06,0.06,0.0933,,0.34,0.03,0.34912441229938623,0.48334275996088166,0.34912441229938623,0.36126683318902975,0.12227807438285222,0.36126683318902975,2662,-1,-1,-1,mcq13,112.705,0.425,0.35,0.04,16.4,0.2,11.023,0.018,33.669,0.1,5.376999999999999,0.2008083663595718,3468.0,-1.503,0.119,3.72,5.97,96.43840079314668,99.79208245386585,-0.13,0.078,,0.025,0.0,0.06436042746649502,0.22967143477260138,13.83975844327678,49.38744666088999,29.66009322873194,23.19377658615759,0.388437444934849,0.08921298529759011,-1,0,0,0,0,0,
958,Kepler-1317 b,Kepler-1317,b,0.0128,,0.0,,1.56,0.09,0.09,0.00961,,0.139,0.09,0.09,3.05,,0.79,0.04,1.7653571839304554,1.07590416619199,1.7653571839304554,0.7655993882106938,0.5497864067665794,0.7655993882106938,2699,-1,-1,-1,mcq13,728.303,12.1715,0.83,0.04,15.083,0.115,13.309,0.041,21.396,0.044,1.774000000000001,0.12209013064126027,5144.0,-0.414,,4.79,5.83,12.119926887749237,5.256105887695914,-0.01,0.156,,0.0128,0.0,0.0920512146515353,0.09755512560852886,19.794252855928825,20.97778753922081,28.43539010217326,9.31883919066554,0.13905302660540733,0.013565335476736617,2,1,0,0,0,2,
959,Kepler-1318 b,Kepler-1318,b,0.6085,,0.0,,3.11,0.17,0.17,0.031,,0.277,0.17,0.17,9.85,,0.7,0.03,1.2786000361231182,1.0902741427761105,1.2786000361231182,0.750624279220068,0.4833093573941577,0.750624279220068,2703,-1,-1,-1,mcq13,475.248,5.805,0.73,0.04,15.531,0.16,12.767,0.042,27.399,0.037,2.764000000000001,0.16542067585401773,4598.0,-0.73,,4.57,5.85,21.428906011200606,12.580176849379042,-0.01,0.146,,0.6085,0.0,0.08572271398148212,0.13090565837495452,18.43340234530649,28.149326567332466,28.67916040790167,12.723030261817609,7.098468675775345,0.929229715456363,2,3,1,100,100,2,
960,Kepler-1121 b,Kepler-1121,b,0.1187,,0.0,,1.91,0.48,0.48,0.0136,,0.17,0.48,0.48,4.31,,1.59,0.4,0.7824317369954912,0.9116443778217431,0.7824317369954912,0.2928825565690523,0.8536020896874907,0.2928825565690523,2149,-1,-1,-1,mcq13,482.047,4.46,1.29,0.13,12.144,0.069,10.795,0.021,7.425,0.128,1.3490000000000002,0.07212489168102786,6231.0,0.475,0.023,3.02,0.686,9.489645740229971,3.5484280092517344,0.12,0.092,,0.1187,0.0,0.07691337445785561,0.08495078070279843,16.539084115128933,18.267409505733283,29.050281970519947,8.218009189933431,1.5432946589158067,0.1311040861293568,2,2,0,0,0,2,
961,Kepler-1288 b,Kepler-1288,b,0.0435,,0.0,,1.12,0.47,0.47,0.00459,,0.1,0.47,0.47,1.46,,1.29,0.54,2.278146269614706,2.143786860470034,2.278146269614706,0.83374275674952,1.8579370500437664,0.83374275674952,2608,-1,-1,-1,mcq13,814.078,,1.2,0.16,13.199,0.126,11.959,0.02,20.304,0.096,1.2400000000000002,0.1275774274705365,6132.0,0.302,0.063,2.88,1.23,8.912509381337456,3.26147626591131,0.14,0.157,,0.0435,0.0,0.09738294546952769,0.08325677793780618,20.940762745783157,17.90313925470146,28.242686815155146,7.8107407370601285,0.4466901241307358,0.03718998047176375,1,1,0,0,0,1,
962,Kepler-1128 b,Kepler-1128,b,0.302,,0.0,,3.65,0.53,0.53,0.0407,,0.326,0.53,0.53,12.9,,0.91,0.13,1.4085213443104359,1.2715909622680726,1.4085213443104359,0.6650345600620798,0.759230166133386,0.6650345600620798,2166,-1,-1,-1,mcq13,1083.41,38.34,0.94,0.05,15.934,0.115,13.896,0.061,19.873,0.106,2.0379999999999985,0.13017680284904834,5543.0,-0.196,,4.57,5.52,14.109122364580953,6.661209121483796,0.04,0.159,,0.302,0.0,0.08757413448226145,0.10583496816257681,18.83152295320729,22.75824527399956,28.606030434801443,10.206437692549075,3.448506819798162,0.36497260948176746,3,3,0,0,0,3,
963,Kepler-1129 c,Kepler-1129,c,0.3528,,0.0,,2.73,0.46,0.46,0.0249,,0.244,0.46,0.46,7.9,,1.0,0.17,0.8282772175703036,0.7721038462479242,0.8282772175703036,0.3850521515728202,0.5009230468137476,0.3850521515728202,2167,-1,-1,-1,mcq13,1183.88,42.02,1.0,0.06,15.661,0.24,13.783,0.055,10.658,0.024,1.8780000000000001,0.24622144504490262,5831.0,-0.027,,4.07,3.04,12.867672530296725,5.98189442103023,-0.04,0.187,,0.3528,0.0,0.07788648164035271,0.10446426065456851,16.74833642862838,22.463494888491375,29.00725306174673,10.190703486291588,4.529669238740084,0.47318854803472504,2,3,0,0,0,2,
964,Kepler-2000 b,Kepler-2000,b,0.0562,,0.0,,2.73,0.17,0.17,0.0249,,0.296,0.17,0.17,7.9,,0.58,0.04,1.2349985916039912,1.0124706961582133,1.2349985916039912,0.88865368021998,0.35320674718438,0.88865368021998,253,-1,-1,-1,mcq13,320.588,3.651,0.58,0.03,15.642,0.423,12.29,0.037,37.125,0.755,3.3520000000000003,0.42461511984384165,3757.0,-1.053,0.111,13.9,3.5,30.060763026282324,21.621835486873913,0.48,0.15,,0.0562,0.0,0.0850685132647736,0.1599294955607251,18.292726152666567,34.39047367526876,28.705379162975277,15.608639755795732,0.6606439661767558,0.1056564562558853,2,3,0,0,0,2,
965,Kepler-1132 b,Kepler-1132,b,0.2881,,0.0,,2.35,0.19,0.19,0.0193,,0.21,0.19,0.19,6.12,,0.83,0.06,1.6063164976530107,1.3565697226564197,1.6063164976530107,0.7907189225774749,0.7382044766785835,0.7907189225774749,2177,-1,-1,-1,mcq13,867.931,21.59,0.87,0.05,15.818,0.103,13.633,0.035,24.665,0.17,2.1850000000000005,0.10878419002777931,5298.0,-0.378,,4.57,6.55,15.355006336570678,7.557852946433558,-0.01,0.17,,0.2881,0.0,0.09015221448117298,0.1102350471876911,19.385900943486384,23.704417219029164,28.506732658972446,10.604069614963665,3.1957063024798535,0.3522788350518685,2,2,0,0,0,2,
966,Kepler-1346 b,Kepler-1346,b,0.044,,0.0,,1.58,0.56,0.56,0.00982,,0.141,0.56,0.56,3.12,,1.21,0.43,2.0373379238177196,2.0215620185573413,2.0373379238177196,0.8367267861900101,1.648831135305613,0.8367267861900101,2789,-1,-1,-1,mcq13,843.701,13.201,1.14,0.15,14.625,0.126,13.107,0.036,21.309,1.958,1.5180000000000007,0.13104197800704934,6133.0,-0.008,,3.09,1.36,10.459236904631691,4.1866779503842455,0.04,0.154,,0.044,0.0,0.09501015215192216,0.09271292401305926,20.430528621428138,19.93654367163097,28.327109066679654,8.79137467568925,0.4631084047696668,0.04293613434121921,2,1,0,0,0,2,
967,Kepler-146 b,Kepler-146,b,0.2,,0.0,,3.71,0.7,0.7,0.0418,,0.331,0.7,0.7,13.3,,1.21,0.23,1.3765373882901555,1.2167126175954894,1.3765373882901555,0.5352843826477088,0.8909001969696899,0.5352843826477088,386,-1,-1,-1,mcq13,716.797,9.344,1.1,0.05,13.921,0.092,12.475,0.023,13.813,0.423,1.4459999999999997,0.09483142938920619,5948.0,0.148,,2.7,1.1,10.034598491478393,3.88996490358454,-0.026,0.033,,0.2,0.0,0.08713111684935243,0.08777681687221113,18.736258560677193,18.875106804776173,28.623387666868595,8.41114370354286,2.2953912130587644,0.20148213415874172,3,3,0,0,0,3,
968,Kepler-1138 b,Kepler-1138,b,0.0415,,0.0,,1.7,0.24,0.24,0.0111,,0.152,0.24,0.24,3.53,,0.92,0.13,1.6716112517311024,1.625961603787986,1.6716112517311024,0.873695252295486,0.9786295701413422,0.873695252295486,2200,-1,-1,-1,mcq13,872.328,22.717,0.95,0.04,15.885,0.355,13.754,0.045,24.882,0.438,2.1310000000000002,0.3578407467016578,5582.0,-0.333,,4.37,5.54,14.88503979273439,7.775498463467773,0.04,0.153,,0.0415,0.0,0.09094883888918705,0.11687546161133731,19.557203245396554,25.13234017113132,28.476623410220313,11.247266753413168,0.45630049274806034,0.05333033072341023,2,2,0,0,0,2,
969,Kepler-1351 b,Kepler-1351,b,0.0156,,0.0,,0.65,0.05,0.05,0.00065,,0.058,0.05,0.05,0.208,,0.67,0.04,1.3902061988388033,1.1632664981295444,1.3902061988388033,0.8485030941104363,0.514359114829456,0.8485030941104363,2798,-1,-1,-1,mcq13,202.782,0.695,0.7,0.04,14.328,0.103,11.47,0.014,31.447,3.906,2.8579999999999988,0.1039471019317037,4439.0,-0.983,,4.17,5.54,22.620385397696197,13.517286697140985,-0.03,0.161,,0.0156,0.0,0.08732141804930178,0.13599255961479648,18.777180020375948,29.24318947588552,28.615920963457675,13.198269006672229,0.17865032827561525,0.02429511541822457,0,0,0,0,0,0,
970,Kepler-1361 b,Kepler-1361,b,0.0431,,0.0,,0.86,0.12,0.12,0.00178,,0.077,0.12,0.12,0.566,,0.79,0.04,2.5133045875772324,1.8650312964990987,2.5133045875772324,1.2095732971413302,0.9537096722357625,1.2095732971413302,2832,-1,-1,-1,mcq13,389.143,2.095,0.83,0.04,14.096,0.092,11.98,0.022,37.089,0.72,2.1159999999999997,0.09459386872308373,5131.0,-0.437,,4.9,6.17,14.757065332758946,7.0963245510813024,0.0,0.15,,0.0431,0.0,0.09951831433677655,0.10829645807116633,21.399942252093965,23.287552288984454,28.168452291724034,10.244395748268474,0.433086113719197,0.04690169215559539,1,1,0,0,0,1,
971,Kepler-1363 b,Kepler-1363,b,0.0363,,0.0,,1.25,0.09,0.09,0.0066,,0.112,0.09,0.09,2.1,,0.72,0.04,0.9906392673638656,0.777337355844017,0.9906392673638656,0.5326138994102547,0.3640160378654731,0.5326138994102547,2836,-1,-1,-1,mcq13,541.714,6.523,0.76,0.05,15.454,0.057,12.959,0.035,18.183,0.043,2.495000000000001,0.06688796603276258,4839.0,-0.626,,4.17,6.16,18.35481451122542,9.868309366824919,-0.09,0.174,,0.0363,0.0,0.08102649238318241,0.12018851748269668,17.423549317987764,25.84476385713874,28.871985770031614,11.73049338546232,0.4480016218440465,0.053844650759279654,1,1,0,0,0,1,
972,Kepler-1374 b,Kepler-1374,b,0.0918,,0.0,,2.29,0.2,0.2,0.0184,,0.204,0.2,0.2,5.86,,0.81,0.06,0.9131194528023798,0.6124245545086328,0.9131194528023798,0.4054056250386741,0.327560708982423,0.4054056250386741,2868,-1,-1,-1,mcq13,1078.46,41.55,0.85,0.06,15.991,0.08,14.129,0.055,11.642,0.018,1.862,0.097082439194738,5323.0,-0.368,,4.47,6.3,12.749700999437144,5.660561873783834,-0.13,0.179,,0.0918,0.0,0.0795817309041928,0.09986296311600608,17.112874720809604,21.47405387689307,28.933560792210223,9.707662891507146,1.1535310800228333,0.11519503169748686,2,2,0,0,0,2,
