pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmax.1,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade.1,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_radj.1,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccen.1,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,st_spectype,st_age,st_ageerr1,st_ageerr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_teff,st_tefferr1,st_tefferr2,st_teff.1,st_rad,st_raderr1,st_raderr2,st_rad.1,st_mass,st_masserr1,st_masserr2,st_mass.1,st_vsin,st_vsinerr1,st_vsinerr2,st_vsin.1,st_rotp,st_rotperr1,st_rotperr2,st_rotp.1,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_snum.1,sy_pnum.1,sy_mnum.1,KIC,koi_name,kepler_name,KOI,TIC,GAIA
TOI-1410.01,b,TOI-1410,,,TIC 199444169,Gaia DR2 1958584565350234752,1,2,0,1,0,0,1,0,0,0,0,0,0,0.0207,0.0004,-0.0004,0.0207,3.101,0.22,-0.161,3.101,12.5,1.1,-1.0,0.277,0.02,-0.014,0.277,0.03933,0.00346,-0.00315,Mass,0.0,,,0.0,1.21687,3e-05,-3e-05,,,,,6.6,6.6,-4.6,0.328,0.077,-0.092,[Fe/H],-0.622,0.037,-0.034,4635.0,52.0,-52.0,4635.0,0.76,0.02,-0.02,0.76,0.79,0.02,-0.02,0.79,,,,,,,,,72.7512,0.1607,-0.1601,11.111,0.015,-0.015,8.577,0.02,-0.02,1,2,0,-1,,,-1,199444169,1.9585845653502346e+18
NGTS-15 b,b,NGTS-15,,,TIC 1333933,Gaia DR2 4873830691665395584,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0441,0.0046,-0.0046,0.0441,12.33,1.121,-1.121,12.33,238.68913,32.4185,-27.9689,1.1,0.1,-0.1,1.1,0.751,0.102,-0.088,Mass,0.0,,,0.0,3.27623,1e-05,-1e-05,,,,G6 V,3.28,4.23,-3.56,0.15,0.1,-0.1,[Fe/H],-0.086,,,5600.0,150.0,-150.0,5600.0,0.95,0.08,-0.08,0.95,0.99,0.03,-0.03,0.99,2.0,,,2.0,,,,,786.485,10.685,-10.408,14.669,0.149,-0.149,12.907,0.036,-0.036,1,1,0,-1,,,-1,1333933,4.873830691665396e+18
NGTS-16 b,b,NGTS-16,,,TIC 166806344,Gaia DR2 4886825544715697792,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0523,0.0064,-0.0064,0.0523,14.572,1.457,-1.345,14.572,211.99155,49.89906,-40.99986,1.3,0.13,-0.12,1.3,0.667,0.157,-0.129,Mass,0.0,,,0.0,4.84532,2e-05,-2e-05,,,,G7 V,10.29,1.57,-1.48,0.35,0.1,-0.1,[Fe/H],0.117,,,5550.0,150.0,-150.0,5550.0,1.21,0.11,-0.11,1.21,1.0,0.03,-0.03,1.0,2.5,0.8,-0.8,2.5,,,,,898.168,17.701,-17.042,14.529,0.103,-0.103,12.647,0.033,-0.033,1,1,0,-1,,,-1,166806344,4.886825544715698e+18
HD 104067 b,b,HD 104067,HD 104067,HIP 58451,TIC 428673146,Gaia DR2 3494677900774838144,1,2,0,1,0,0,0,0,0,0,0,0,0,0.2674,0.0032,-0.0033,0.2674,9.2,,,9.2,62.1,3.3,-3.2,0.82,,,0.82,0.19539,0.01038,-0.01007,Msini,0.123,0.048,-0.051,0.123,55.851,0.017,-0.017,,,,K2 V,4.33,3.99,-3.99,0.11,0.06,-0.06,[Fe/H],-0.513,0.001,-0.001,4952.0,100.0,-100.0,4952.0,0.78,0.01,-0.01,0.78,0.82,0.03,-0.03,0.82,2.32,1.0,-1.0,2.32,18.3,4.9,-4.9,18.3,20.3632,0.0245,-0.0244,7.92,0.03,-0.03,5.614,0.024,-0.024,1,2,0,-1,,,-1,428673146,3.4946779007748383e+18
NGTS-26 b,b,NGTS-26,,,TIC 392747437,Gaia DR2 6216644481523819776,1,1,0,1,0,0,1,0,0,0,0,0,0,0.049,0.0038,-0.0032,0.049,14.886,0.661,-0.538,14.886,92.80589,20.65885,-19.0697,1.328,0.059,-0.048,1.328,0.292,0.065,-0.06,Mass,0.0,,,0.0,4.5199279,9e-06,-9.2e-06,86.43,0.78,-0.68,,11.5,1.3,-1.7,0.2,0.1,-0.1,[Fe/H],0.101,0.038,-0.041,5550.0,100.0,-100.0,5550.0,1.16,0.05,-0.02,1.16,0.96,0.04,-0.03,0.96,1.5,0.8,-0.8,1.5,,,,,1093.69,43.12,-40.03,15.009,0.206,-0.206,13.119,0.04,-0.04,1,1,0,-1,,,-1,392747437,6.21664448152382e+18
HD 110113 c,c,HD 110113,HD 110113,HIP 61820,TIC 73228647,Gaia DR2 6133384959942131968,1,2,0,1,0,0,1,0,0,0,0,0,0,0.068,0.001,-0.002,0.068,2.114,4.644,-4.644,2.114,10.5,1.2,-1.2,0.189,0.414,-0.414,0.189,0.03304,0.00378,-0.00378,Msini,0.045,0.079,-0.038,0.045,6.744,0.008,-0.009,,,,G,4.0,0.5,-0.5,0.14,0.02,-0.02,[Fe/H],-0.032,0.004,-0.004,5732.0,50.0,-50.0,5732.0,0.97,0.02,-0.02,0.97,1.0,0.06,-0.06,1.0,1.74,0.15,-0.15,1.74,20.8,1.2,-1.2,20.8,106.307,0.724,-0.715,10.09,0.03,-0.03,8.502,0.024,-0.024,1,2,0,-1,,,-1,73228647,6.133384959942132e+18
TOI-1260 b,b,TOI-1260,,,TIC 355867695,Gaia DR2 1053809778428567680,1,3,0,1,0,0,1,0,0,0,0,0,0,0.0367,0.0011,-0.0011,0.0367,2.41,0.05,-0.05,2.41,8.56,1.54,-1.54,0.215,0.004,-0.004,0.215,0.02693,0.00485,-0.00485,Mass,0.0,,,0.0,3.127463,5e-06,-5e-06,89.03,0.61,-0.61,K6 V,6.7,5.1,-5.2,-0.1,0.07,-0.07,[Fe/H],-0.889,0.013,-0.014,4227.0,85.0,-85.0,4227.0,0.67,0.01,-0.01,0.67,0.68,0.1,-0.06,0.68,1.5,0.7,-0.7,1.5,30.63,3.81,-3.81,30.63,73.5977,0.1607,-0.1601,11.922,0.034,-0.034,8.95,0.022,-0.022,1,3,0,-1,,,-1,355867695,1.0538097784285677e+18
HD 134606 b,b,HD 134606,HD 134606,HIP 74653,TIC 262457542,Gaia DR2 5798962867668048768,1,5,0,1,0,0,0,0,0,0,0,0,0,0.1046,0.0023,-0.0024,0.1046,2.97,,,2.97,9.09,0.64,-0.63,0.265,,,0.265,0.0286,0.00201,-0.00198,Msini,0.092,0.054,-0.053,0.092,12.089,0.0016,-0.0015,,,,G5IV,7.3,3.6,-3.4,0.343,0.081,-0.084,[Fe/H],0.065,0.026,-0.019,5576.0,86.0,-85.0,5576.0,1.16,0.04,-0.04,1.16,1.05,0.07,-0.06,1.05,1.3,0.5,-0.5,1.3,42.0,3.9,-3.9,42.0,26.7909,0.0204,-0.0205,6.86,0.03,-0.03,5.177,0.026,-0.026,1,5,0,-1,,,-1,262457542,5.798962867668049e+18
Qatar-6 b,b,Qatar-6,,,TIC 311133118,Gaia DR2 1265513389372846848,2,1,0,1,0,0,1,0,0,0,0,0,0,0.0423,0.0004,-0.0004,0.0423,11.904,0.796,-0.796,11.904,212.31044,20.97678,-20.97678,1.062,0.071,-0.071,1.062,0.668,0.066,-0.066,Mass,0.0,,,0.0,3.506195,1.8e-05,-1.8e-05,86.01,0.14,-0.14,K2 V,1.02,0.62,-0.62,-0.025,0.093,-0.093,[Fe/H],-0.514,0.035,-0.039,5052.0,66.0,-66.0,5052.0,0.72,0.02,-0.02,0.72,0.82,0.02,-0.02,0.82,2.9,0.5,-0.5,2.9,12.75,1.75,-1.75,12.75,100.848,0.464,-0.46,11.496,0.036,-0.036,9.226,,,2,1,0,-1,,,-1,311133118,1.2655133893728468e+18
HD 165131 b,b,HD 165131,HD 165131,HIP 88595,TIC 105138916,Gaia DR2 4070009007975710464,1,1,0,1,0,0,0,1,0,0,0,0,0,3.54,0.054,-0.054,3.54,12.1,,,12.1,5943.39121,444.95977,-317.82841,1.08,,,1.08,18.7,1.4,-1.0,Mass,0.6708,0.0019,-0.0019,0.6708,2342.6,1.3,-1.3,70.0,12.0,-8.5,G3/5 V,2.7,2.0,-2.0,0.06,0.1,-0.1,[Fe/H],0.083,0.012,-0.013,5870.0,100.0,-100.0,5870.0,1.06,0.05,-0.05,1.06,1.06,0.05,-0.05,1.06,2.3,,,2.3,,,,,57.4263,0.2111,-0.2096,8.42,0.03,-0.03,6.927,0.018,-0.018,1,1,0,-1,,,-1,105138916,4.0700090079757107e+18
HD 185283 b,b,HD 185283,HD 185283,HIP 96861,TIC 320264344,Gaia DR2 6640676436470581888,1,1,0,1,0,0,0,0,0,0,0,0,0,4.6,0.2,-0.1,4.6,13.6,,,13.6,413.17693,95.34852,-31.78284,1.22,,,1.22,1.3,0.3,-0.1,Mass,0.07,0.05,-0.04,0.07,4060.0,148.0,-112.0,91.0,30.0,-31.0,K3 V,6.0,4.7,-4.7,-0.06,0.07,-0.07,[M/H],-0.561,0.019,-0.018,4848.0,155.62,-161.78,4848.0,0.74,0.06,-0.06,0.74,0.8,0.04,-0.04,0.8,0.9,,,0.9,,,,,31.395,0.0545,-0.0542,9.03,0.03,-0.03,6.601,0.02,-0.02,1,1,0,-1,,,-1,320264344,6.640676436470582e+18
K2-229 b,b,K2-229,,,TIC 98720809,Gaia DR2 3583630929786305280,1,2,0,1,0,0,1,0,0,0,0,0,0,0.0131,0.0,0.0,0.0131,1.0,0.02,-0.02,1.0,2.49,0.42,-0.43,0.089,0.002,-0.002,0.089,0.00783,0.00132,-0.00135,Mass,0.0,,,0.0,0.584216,2.2e-05,-2.2e-05,89.7,4.0,-4.0,G9,5.4,5.2,-3.7,-0.09,0.02,-0.02,[Fe/H],-0.389,0.005,-0.006,5315.0,35.0,-35.0,5315.0,0.79,0.01,-0.01,0.79,0.87,0.01,-0.01,0.87,2.46,0.22,-0.22,2.46,18.1,0.3,-0.3,18.1,102.564,1.093,-1.07,10.985,0.017,-0.017,9.05,0.023,-0.023,1,2,0,-1,,,-1,98720809,3.5836309297863055e+18
K2-247 b,b,K2-247,,,TIC 110999033,Gaia DR2 3578596339057980160,1,2,0,0,0,0,1,0,0,0,0,0,0,0.0304,0.0004,-0.0004,0.0304,2.12,0.19,-0.16,2.12,5.14,,,0.189,0.017,-0.014,0.189,0.0162,,,M-R relationship,,,,,2.25021,0.00033,-0.00036,,,,,,,,-0.08,0.22,-0.22,[Fe/H],-0.882,0.008,-0.008,4667.0,305.0,-183.0,4667.0,0.69,0.02,-0.01,0.69,0.74,0.03,-0.03,0.74,,,,,,,,,258.113,2.049,-2.017,14.857,0.217,-0.217,11.556,0.027,-0.027,1,2,0,-1,,,-1,110999033,3.5785963390579804e+18
K2-354 b,b,K2-354,,,TIC 468989066,Gaia DR2 601314254872894080,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,1.56,0.08,-0.08,1.56,3.05,,,0.139,0.007,-0.007,0.139,0.00961,,,M-R relationship,,,,,3.793306,0.000324,-0.000343,,,,,,,,-0.04,0.2,-0.24,[Fe/H],-1.614,0.094,-0.12,3669.0,88.0,-82.0,3669.0,0.41,0.01,-0.01,0.41,0.43,0.01,-0.01,0.43,,,,,,,,,91.722,0.5223,-0.5164,15.296,0.092,-0.092,10.964,0.023,-0.023,1,1,0,-1,,,-1,468989066,6.013142548728941e+17
OGLE-2016-BLG-1800L b,b,OGLE-2016-BLG-1800L,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,1.88,0.51,-0.51,1.88,13.2,,,13.2,823.17557,464.02947,-464.02947,1.18,,,1.18,2.59,1.46,-1.46,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.22,-0.22,0.41,,,,,,,,,6480.0,1030.0,-1030.0,,,,,,,1,1,0,-1,,,-1,-1,
K2-126 b,b,K2-126,,,TIC 422349422,Gaia DR2 3606785098479012864,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0656,0.0004,-0.0004,0.0656,1.97,0.12,-0.12,1.97,4.54,,,0.176,0.011,-0.011,0.176,0.0143,,,M-R relationship,0.06,0.142277,-0.049906,0.06,7.385655,0.000501,-0.000509,89.4,0.41,-0.49,,,,,0.02,0.14,-0.14,[Fe/H],-0.878,0.035,-0.025,4339.0,92.0,-92.0,4339.0,0.65,0.01,-0.01,0.65,0.69,0.01,-0.01,0.69,,,,,,,,,102.953,0.777,-0.766,12.759,0.069,-0.069,9.712,0.021,-0.021,1,1,0,-1,,,-1,422349422,3.606785098479013e+18
K2-127 b,b,K2-127,,,TIC 187309502,Gaia DR2 3613472293839371136,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0411,0.0002,-0.0002,0.0411,8.37,0.33,-0.33,8.37,52.9,,,0.747,0.029,-0.029,0.747,0.167,,,M-R relationship,0.12,0.142231,-0.096252,0.12,3.588163,2.8e-05,-2.9e-05,87.22,0.42,-0.47,,,,,-0.11,0.06,-0.06,[Fe/H],-0.254,,,4575.0,74.0,-74.0,4575.0,0.66,0.01,-0.01,0.66,0.72,0.01,-0.01,0.72,,,,,,,,,709.999,20.526,-19.423,15.041,0.057,-0.057,12.793,0.033,-0.033,1,1,0,-1,,,-1,187309502,3.6134722938393713e+18
K2-11 b,b,K2-11,,,TIC 301609547,Gaia DR2 3810535361999701376,1,1,0,0,0,0,1,0,0,0,0,0,0,0.2257,0.0143,-0.0143,0.2257,7.55,9.33,-9.33,7.55,44.4,,,0.674,0.832,-0.832,0.674,0.14,,,M-R relationship,,,,,39.93767,0.23229,-0.23229,,,,G8,,,,-0.12,0.01,-0.17,[Fe/H],-0.31,0.009,-0.009,5433.0,49.0,-144.0,5433.0,5.15,0.2,-4.39,5.15,1.35,0.04,-0.56,1.35,,,,,,,,,329.309,2.682,-2.641,13.409,0.103,-0.103,11.347,0.022,-0.022,1,1,0,-1,,,-1,301609547,3.8105353619997015e+18
K2-189 c,c,K2-189,,,TIC 422349881,Gaia DR2 3606343094804432128,1,2,0,0,0,0,1,0,0,0,0,0,0,0.068,0.0007,-0.0007,0.068,2.5,0.12,-0.12,2.5,6.8,,,0.223,0.011,-0.011,0.223,0.0214,,,M-R relationship,,,,,6.679195,0.000383,-0.00039,88.183,1.306,-3.348,,,,,0.0,0.05,-0.05,[Fe/H],-0.219,0.014,-0.015,5519.0,67.0,-67.0,5519.0,0.87,0.01,-0.01,0.87,0.94,0.03,-0.03,0.94,,,,,,,,,242.113,1.94,-1.91,12.398,0.033,-0.033,10.589,0.021,-0.021,1,2,0,-1,,,-1,422349881,3.606343094804432e+18
K2-190 c,c,K2-190,,,TIC 392469577,Gaia DR2 3607243530404017280,1,2,0,0,0,0,1,0,0,0,0,0,0,,,,,1.093,0.152,-0.092,1.093,1.34,,,0.098,0.014,-0.008,0.098,0.00421,,,M-R relationship,,,,,21.574023,0.00573,-0.004302,88.977,0.731,-1.65,,,,,-0.19,0.08,-0.08,[Fe/H],-0.086,0.004,-0.004,5631.0,50.0,-50.0,5631.0,0.91,0.1,-0.06,0.91,0.9,0.03,-0.04,0.9,,,,,,,,,160.679,1.15,-1.135,11.138,0.013,-0.013,9.41,0.023,-0.023,1,2,0,-1,,,-1,392469577,3.607243530404017e+18
OGLE-2018-BLG-0932L b,b,OGLE-2018-BLG-0932L,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,1.75,0.24,-0.23,1.75,13.9,,,13.9,282.86728,114.41823,-98.52681,1.24,,,1.24,0.89,0.36,-0.31,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.29,-0.25,0.72,,,,,,,,,6620.0,910.0,-860.0,,,,,,,1,1,0,-1,,,-1,-1,
HATS-33 b,b,HATS-33,,,TIC 360742636,Gaia DR2 6640975950310072960,1,1,0,1,0,0,1,0,0,0,0,0,0,0.03727,0.00037,-0.00037,0.03727,13.787,1.255,-0.908,13.787,378.85336,16.84499,-16.84499,1.23,0.112,-0.081,1.23,1.192,0.053,-0.053,Mass,0.08,,,0.08,2.5495551,6.1e-06,-6.1e-06,87.62,0.92,-0.92,,3.0,1.7,-1.7,0.29,0.05,-0.05,[Fe/H],-0.018,0.051,-0.058,5659.0,85.0,-85.0,5659.0,1.02,0.05,-0.04,1.02,1.06,0.03,-0.03,1.06,3.87,0.42,-0.42,3.87,,,,,248.46,2.164,-2.127,11.91,0.035,-0.035,10.287,0.027,-0.027,1,1,0,-1,,,-1,360742636,6.640975950310073e+18
K2-176 b,b,K2-176,,,TIC 440724456,Gaia DR2 49842515651843200,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,1.491,0.123,-0.093,1.491,2.83,,,0.133,0.011,-0.008,0.133,0.0089,,,M-R relationship,,,,,5.329439,0.00061,-0.000709,88.063,1.418,-2.94,,,,,0.15,0.08,-0.08,[Fe/H],-0.348,0.008,-0.008,5428.0,50.0,-50.0,5428.0,0.86,0.03,-0.02,0.86,0.94,0.02,-0.02,0.94,,,,,,,,,247.302,3.676,-3.572,12.909,0.069,-0.069,10.726,0.02,-0.02,1,1,0,-1,,,-1,440724456,4.98425156518432e+16
K2-174 b,b,K2-174,,,TIC 243014114,Gaia DR2 46217666333148416,1,1,0,0,0,0,1,0,0,0,0,0,0,0.126,0.001,-0.001,0.126,2.6,0.1,-0.1,2.6,7.27,,,0.232,0.009,-0.009,0.232,0.0229,,,M-R relationship,,,,,19.562307,7.8e-05,-7.6e-05,89.95,0.04,-0.05,,,,,0.113,0.065,-0.071,[Fe/H],-0.773,0.03,-0.019,4455.0,31.0,-29.0,4455.0,0.68,0.01,-0.01,0.68,0.7,0.03,-0.02,0.7,,,,,,,,,99.9293,0.3607,-0.3581,12.456,0.069,-0.069,9.496,0.017,-0.017,1,1,0,-1,,,-1,243014114,4.621766633314842e+16
K2-175 b,b,K2-175,,,TIC 435279748,Gaia DR2 55077599749605504,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,2.038,0.355,-0.271,2.038,4.81,,,0.182,0.032,-0.024,0.182,0.0151,,,M-R relationship,,,,,9.525988,0.001241,-0.00128,87.494,1.692,-2.983,,,,,0.05,0.08,-0.08,[Fe/H],0.419,0.007,-0.007,5909.0,50.0,-50.0,5909.0,1.42,0.21,-0.17,1.42,1.09,0.06,-0.04,1.09,,,,,,,,,247.266,2.805,-2.744,10.836,0.01,-0.01,9.195,0.022,-0.022,1,1,0,-1,,,-1,435279748,5.50775997496055e+16
K2-210 b,b,K2-210,,,TIC 388801714,Gaia DR2 2538051863476537984,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,0.86,0.2,-0.2,0.86,0.566,,,0.077,0.018,-0.018,0.077,0.00178,,,M-R relationship,,,,,0.57023,3.2e-05,-3.2e-05,89.2,10.0,-8.0,,,,,0.0,0.02,-0.02,[Fe/H],-0.249,0.006,-0.006,5500.0,45.0,-45.0,5500.0,0.89,0.15,-0.15,0.89,0.91,0.02,-0.03,0.91,,,,,,,,,176.51,1.858,-1.819,11.535,0.043,-0.043,9.915,0.019,-0.019,1,1,0,-1,,,-1,388801714,2.538051863476538e+18
K2-214 b,b,K2-214,,,TIC 344657681,Gaia DR2 2551946391916754176,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0834,0.0009,-0.0009,0.0834,2.43,0.13,-0.13,2.43,6.48,,,0.217,0.012,-0.012,0.217,0.0204,,,M-R relationship,,,,,8.596802,0.001006,-0.000847,88.145,1.346,-3.098,,,,,0.05,0.05,-0.05,[Fe/H],0.196,0.008,-0.009,5854.0,85.0,-85.0,5854.0,1.27,0.02,-0.02,1.27,1.05,0.03,-0.03,1.05,,,,,,,,,300.64,4.186,-4.075,11.806,0.028,-0.028,10.223,0.023,-0.023,1,1,0,-1,,,-1,344657681,2.551946391916754e+18
HD 44219 b,b,HD 44219,HD 44219,HIP 30114,TIC 443055162,Gaia DR2 3001428566419966592,1,1,0,1,0,0,0,0,0,0,0,0,0,1.26,0.02,-0.07,1.26,14.1,,,14.1,184.34048,28.60456,-25.42627,1.26,,,1.26,0.58,0.09,-0.08,Mass,0.41,0.12,-0.14,0.41,472.0,3.0,-4.0,90.0,,,G3 V,8.4,0.9,-0.9,0.03,0.01,-0.01,[Fe/H],0.26,,,5752.0,16.0,-16.0,5752.0,1.32,0.07,-0.07,1.32,1.2,0.06,-0.06,1.2,2.2,,,2.2,,,,,52.9051,0.1804,-0.1792,7.69,0.03,-0.03,6.115,0.017,-0.017,1,1,0,-1,,,-1,443055162,3.0014285664199665e+18
WASP-33 b,b,WASP-33,HD 15082,HIP 11397,TIC 129979528,Gaia DR2 328636019723252096,2,1,0,1,0,0,1,0,1,0,0,0,0,0.0239,0.00063,-0.00063,0.0239,17.856,0.829,-0.829,17.856,665.21819,44.17837,-44.17837,1.593,0.074,-0.074,1.593,2.093,0.139,-0.139,Mass,0.0,,,0.0,1.21987,1e-06,-1e-06,86.63,0.03,-0.03,A5,,,,0.1,,,[M/H],0.819,0.018,-0.016,7430.0,100.0,-100.0,7430.0,1.44,0.03,-0.03,1.44,1.5,0.03,-0.03,1.5,90.0,10.0,,90.0,,,,,121.944,0.998,-0.983,8.14,0.03,-0.03,7.468,0.024,-0.024,2,1,0,-1,,,-1,129979528,3.286360197232521e+17
gam Cep b,b,gam Cep,HD 222404,HIP 116727,TIC 367912480,Gaia DR2 2281778105591104768,2,1,0,1,0,0,0,1,0,0,0,0,0,2.13,0.05,-0.05,2.13,12.7,,,12.7,2097.66749,731.00534,-889.91954,1.13,,,1.13,6.6,2.3,-2.8,Mass,0.15,0.07,-0.05,0.15,913.0,3.0,-3.0,,,,K1 III-IV,5.7,0.8,-0.9,0.18,0.06,-0.06,[Fe/H],1.073,0.004,-0.004,4775.0,33.0,-31.0,4775.0,4.74,0.07,-0.08,4.74,1.27,0.05,-0.07,1.27,0.0,0.9,-0.9,0.0,,,,,14.1024,0.0989298,-0.0989298,3.23006,0.023,-0.023,1.038,0.206,-0.206,2,1,0,-1,,,-1,367912480,2.2817781055911048e+18
SPECULOOS-3 b,b,SPECULOOS-3,,,TIC 230741378,Gaia DR2 1869054868256849920,1,1,0,0,0,0,1,0,0,0,0,0,0,0.00733,5.5e-05,-5.5e-05,0.00733,0.977,0.022,-0.022,0.977,0.894,,,0.087,0.002,-0.002,0.087,0.00281,,,M-R relationship,,,,,0.71912603,5.7e-07,-5.7e-07,89.44,0.39,-0.39,M6.5+/-0.5,6.6,1.8,-2.4,0.07,0.1,-0.1,[Fe/H],-3.078,0.01,-0.01,2800.0,29.0,-29.0,2800.0,0.12,0.0,-0.0,0.12,0.1,0.0,-0.0,0.1,4.2,0.4,-0.4,4.2,,,,,,,,17.8,0.2,-0.2,10.541,0.016,-0.016,1,1,0,-1,,,-1,230741378,1.86905486825685e+18
UCAC3 113-933 b,b,UCAC3 113-933,,,TIC 63726082,Gaia DR2 2315343240650059520,1,1,0,0,0,0,0,0,0,0,0,1,0,6100.0,,,6100.0,12.1,,,12.1,6674.39655,,,1.08,,,1.08,21.0,,,Mass,,,,,,,,,,,M0,0.55,0.45,-0.45,-0.95,0.02,-0.01,[Fe/H],-1.194,0.087,-0.109,3864.0,157.0,-157.0,3864.0,0.56,0.02,-0.02,0.56,0.61,,,0.61,11.22,5.42,-5.42,11.22,,,,,52.5829,0.10905,-0.10905,12.501,0.08,-0.08,8.866,0.021,-0.021,1,1,0,-1,,,-1,63726082,2.31534324065006e+18
UCAC4 328-061594 b,b,UCAC4 328-061594,,,TIC 168071263,Gaia DR2 5473389537569200896,1,1,0,0,0,0,0,0,0,0,0,1,0,19000.0,,,19000.0,12.1,,,12.1,6674.39655,,,1.08,,,1.08,21.0,,,Mass,,,,,,,,,,,DC,0.4,0.1,-0.1,,,,,,,,,,,,,,,,1.19,,,1.19,,,,,,,,,39.9089,0.1004,-0.1,15.689,0.175,-0.175,15.79,0.226,-0.226,1,1,0,-1,,,-1,168071263,5.473389537569201e+18
HD 219134 f,f,HD 219134,HD 219134,HIP 114622,TIC 283722336,Gaia DR2 2009481748875806976,1,6,0,1,0,0,0,0,0,0,0,0,0,0.1463,0.0018,-0.0018,0.1463,1.31,0.02,-0.02,1.31,7.3,0.4,-0.4,0.117,0.002,-0.002,0.117,0.02297,0.00126,-0.00126,Mass,0.148,0.047,-0.047,0.148,22.717,0.015,-0.015,,,,K3 V,11.0,2.2,-2.2,0.11,0.04,-0.04,[Fe/H],-0.577,0.008,-0.008,4699.0,16.0,-16.0,4699.0,0.78,0.01,-0.01,0.78,0.81,0.03,-0.03,0.81,0.4,0.5,-0.5,0.4,,,,,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,1,6,0,-1,,,-1,283722336,2.009481748875807e+18
HAT-P-33 b,b,HAT-P-33,,,TIC 239154970,Gaia DR2 893550942158776832,2,1,0,1,0,0,1,0,0,0,0,0,0,0.04995,0.00048,-0.00049,0.04995,20.737,5.492,-5.492,20.737,292.4036,158.915,-158.915,1.85,0.49,-0.49,1.85,0.92,0.5,-0.5,Mass,0.0,,,0.0,3.47447,1e-06,-1e-06,87.2,0.05,-0.05,F4,2.3,0.3,-0.3,0.05,,,[Fe/H],0.618,0.036,,6446.0,88.0,-88.0,6446.0,1.79,0.48,-0.48,1.79,1.82,1.45,-1.45,1.82,13.7,0.5,-0.5,13.7,,,,,396.11,7.647,-7.368,11.032,0.014,-0.014,10.004,0.018,-0.018,2,1,0,-1,,,-1,239154970,8.935509421587768e+17
HATS-39 b,b,HATS-39,,,TIC 112604564,Gaia DR2 5605481703444311040,1,1,0,1,0,0,1,0,0,0,0,0,0,0.06007,0.00058,-0.00058,0.06007,17.598,1.345,-1.345,17.598,200.2329,41.3179,-41.3179,1.57,0.12,-0.12,1.57,0.63,0.13,-0.13,Mass,0.275,,,0.275,4.5776348,7.3e-06,-7.3e-06,84.98,0.49,-0.49,,2.06,0.3,-0.3,0.0,0.044,-0.044,[Fe/H],0.64,0.05,-0.056,6572.0,83.0,-83.0,6572.0,1.62,0.09,-0.09,1.62,1.38,0.04,-0.04,1.38,7.75,0.17,-0.17,7.75,,,,,878.521,79.923,-67.787,12.745,0.057,-0.057,11.518,0.023,-0.023,1,1,0,-1,,,-1,112604564,5.605481703444311e+18
HATS-56 b,b,HATS-56,,,TIC 272213425,Gaia DR2 6144125887172751232,1,1,0,1,0,0,1,0,0,0,0,0,0,0.06043,0.00022,-0.00022,0.06043,18.921,0.437,-0.616,18.921,191.33366,11.12405,-11.12405,1.688,0.039,-0.055,1.688,0.602,0.035,-0.035,Mass,0.019,,,0.019,4.324799,2.7e-05,-2.7e-05,83.29,0.21,-0.21,,1.894,0.077,-0.077,0.19,0.024,-0.024,[Fe/H],0.898,0.017,-0.017,6536.0,31.0,-31.0,6536.0,2.2,0.04,-0.04,2.2,1.57,0.02,-0.02,1.57,6.49,0.19,-0.19,6.49,,,,,564.409,11.513,-11.07,11.477,0.011,-0.011,10.251,0.019,-0.019,1,1,0,-1,,,-1,272213425,6.144125887172751e+18
