2MASS,objID,KIC,Teff,Rad,Mass,LClass,Bmag,Vmag,Kmag,TIC
"14351431-2714158 ",,,3458.0,0.49,0.489,"DWARF   ",17.938,17.719,12.972,1664
"14351295-2714153 ",,,3983.0,0.615,0.62,"DWARF   ",,18.846,15.031,1665
"14350870-2714113 ",,,5041.0,0.636,0.84,"DWARF   ",17.904,17.136,14.769,1666
"14350733-2714076 ",,,4881.0,0.686,0.8,"DWARF   ",18.726,18.077,15.251,1667
"14351508-2713587 ",,,4970.0,0.541,0.82,"DWARF   ",18.869,18.27,16.025,1668
"14350750-2713552 ",,,5687.0,0.842,1.01,"DWARF   ",16.8,16.186,14.217,1669
"14351483-2713514 ",,,6078.0,1.065,1.14,"DWARF   ",18.259,17.964,16.51,1670
"14345326-2713448 ",,,3963.0,0.623,0.62,"DWARF   ",20.156,18.981,14.836,1671
"14350157-2713367 ",,,5023.0,3.747,,"GIANT   ",15.615,14.827,12.203,1672
"14351350-2713299 ",,,4138.0,1.028,0.65,"DWARF   ",20.312,19.383,16.999,1674
"14352124-2713216 ",,,3831.0,1.286,0.59,"DWARF   ",20.721,19.902,15.599,1675
"14350446-2713196 ",,,6224.0,1.618,1.2,"DWARF   ",17.455,16.918,15.485,1676
"14345332-2713154 ",,,,,,,,20.428,15.633,1677
"14351905-2713138 ",,,5897.0,1.079,1.07,"DWARF   ",17.109,17.004,15.397,1678
"14352334-2712561 ",,,6125.0,0.919,1.16,"DWARF   ",14.694,14.256,12.485,1679
"14351274-2712365 ",,,5316.0,2.298,,"GIANT   ",17.304,16.29,14.217,1680
"14350570-2712080 ",,,5151.0,0.629,0.87,"DWARF   ",18.459,17.898,15.536,1681
"14350912-2711537 ",,,5886.0,0.67,1.07,"DWARF   ",16.627,17.635,15.773,1682
"14345282-2711501 ",,,3359.0,0.344,0.327,"DWARF   ",20.845,19.31,14.182,1683
"14345455-2711393 ",,,,,,,17.009,16.535,15.487,1685
"14350253-2711382 ",,,5860.0,0.562,1.06,"DWARF   ",17.615,16.983,15.333,1686
"14345558-2711360 ",,,4987.0,0.65,0.83,"DWARF   ",18.286,18.104,15.679,1687
"14352229-2711345 ",,,5355.0,0.875,0.93,"DWARF   ",15.766,16.735,14.783,1688
"14352260-2711337 ",,,5634.0,1.695,1.0,"DWARF   ",16.484,16.128,14.274,1689
"14352005-2711330 ",,,5628.0,1.088,1.0,"DWARF   ",17.413,16.687,14.685,1690
"14352079-2711293 ",,,5203.0,0.663,0.88,"DWARF   ",18.64,18.134,15.703,1691
"14352381-2711219 ",,,5034.0,2.126,,"GIANT   ",16.945,16.144,13.472,1693
"14351068-2711218 ",,,4656.0,0.698,0.74,"DWARF   ",18.53,17.827,14.925,1694
"14352234-2711197 ",,,4186.0,,,"DWARF   ",19.865,18.842,15.148,1695
"14350858-2711193 ",,,6099.0,1.303,1.15,"DWARF   ",16.97,16.203,14.798,1696
"14350931-2711085 ",,,5112.0,0.714,0.86,"DWARF   ",16.605,15.58,13.42,1697
"14351405-2711002 ",,,5648.0,1.278,1.0,"DWARF   ",17.24,16.598,14.481,1698
"14352240-2710469 ",,,4438.0,0.915,0.7,"DWARF   ",19.375,18.542,15.162,1699
"14345890-2710446 ",,,4803.0,0.675,0.78,"DWARF   ",18.359,17.867,15.089,1700
"14345304-2710359 ",,,5674.0,0.952,1.01,"DWARF   ",17.688,17.107,15.399,1701
"14351006-2710322 ",,,4598.0,0.809,0.73,"DWARF   ",18.929,18.382,15.039,1703
"14352035-2710300 ",,,5928.0,0.998,1.08,"DWARF   ",15.457,14.827,13.06,1704
"14350223-2710276 ",,,,,,"DWARF   ",,20.768,15.546,1705
"14352330-2710222 ",,,5765.0,0.937,1.03,"DWARF   ",16.786,16.077,14.278,1706
"14345603-2710196 ",,,5762.0,0.839,1.03,"DWARF   ",16.162,15.495,13.591,1707
"14350270-2710190 ",,,5325.0,0.852,0.92,"DWARF   ",18.289,17.856,15.756,1708
"14352372-2710142 ",,,4800.0,0.629,0.78,"DWARF   ",17.318,16.136,13.363,1709
"14350778-2710111 ",,,6416.0,0.858,1.29,"DWARF   ",17.997,17.888,16.021,1710
"14352259-2710080 ",,,,,,,17.178,16.379,13.399,1711
"14352200-2709548 ",,,,,,,18.228,20.298,14.528,1712
"14350023-2709507 ",,,4973.0,0.731,0.82,"DWARF   ",16.829,15.783,13.459,1713
"14350237-2709502 ",,,5145.0,0.798,0.87,"DWARF   ",,16.795,14.634,1714
"14345423-2709482 ",,,5061.0,3.653,,"GIANT   ",16.52,15.489,13.132,1715
"14352370-2709412 ",,,5366.0,0.705,0.93,"DWARF   ",17.694,16.711,14.619,1716
"14351455-2709381 ",,,6378.0,0.855,1.27,"DWARF   ",17.241,16.626,15.057,1717
"14345893-2709348 ",,,5271.0,0.633,0.9,"DWARF   ",18.64,18.326,15.548,1718
"14345362-2709347 ",,,5763.0,1.128,1.03,"DWARF   ",16.1,15.301,13.553,1719
"14350474-2709344 ",,,5522.0,1.456,0.97,"DWARF   ",15.812,15.186,13.059,1720
"14351779-2709147 ",,,3603.0,,,"DWARF   ",20.766,19.6,14.723,1721
"14350052-2709093 ",,,3917.0,0.859,0.61,"DWARF   ",19.597,19.869,15.758,1722
"14350356-2709009 ",,,3681.0,,,"DWARF   ",21.001,19.811,15.523,1723
"14351243-2708591 ",,,,,,,20.921,20.379,15.564,1724
"14352180-2708542 ",,,4803.0,0.698,0.78,"DWARF   ",17.698,16.691,14.037,1725
"14351402-2708536 ",,,,,,,,20.509,15.469,1726
"14352187-2708408 ",,,4033.0,1.505,,"GIANT   ",20.134,19.114,15.534,1727
"14351706-2708371 ",,,5865.0,0.926,1.06,"DWARF   ",18.073,17.732,15.901,1728
"14345788-2708338 ",,,5630.0,0.862,1.0,"DWARF   ",16.141,15.399,13.553,1729
"14350707-2708206 ",,,5740.0,1.682,1.03,"DWARF   ",15.705,15.11,13.211,1730
"14351678-2708050 ",,,,,,,21.244,20.738,15.573,1731
"14351533-2707523 ",,,5982.0,3.888,1.1,"DWARF   ",16.132,15.619,13.86,1732
"14350475-2707507 ",,,5458.0,,,"DWARF   ",18.095,17.809,15.721,1733
"14350023-2707506 ",,,4238.0,0.724,0.66,"DWARF   ",19.506,18.778,15.353,1734
"14350118-2707408 ",,,3779.0,0.43,0.57,"DWARF   ",20.442,19.539,15.241,1735
"14352064-2707352 ",,,3839.0,0.843,0.59,"DWARF   ",20.157,19.286,14.951,1736
"14351848-2707183 ",,,4991.0,1.184,0.83,"DWARF   ",18.026,17.597,15.396,1737
"14345266-2707158 ",,,3808.0,0.473,0.471,"DWARF   ",19.186,18.251,14.517,1738
"14350356-2707137 ",,,5000.0,0.673,0.83,"DWARF   ",18.034,17.598,15.386,1739
"14351097-2707096 ",,,5925.0,1.009,1.08,"DWARF   ",16.231,15.494,13.744,1740
"14351758-2706531 ",,,5823.0,0.661,1.05,"DWARF   ",17.539,17.18,15.536,1742
"14350573-2706428 ",,,5163.0,2.866,,"GIANT   ",17.212,16.339,14.027,1743
"14351483-2706392 ",,,5724.0,0.683,1.02,"DWARF   ",17.425,16.611,15.301,1744
"14350969-2706380 ",,,5307.0,0.76,0.91,"DWARF   ",18.596,18.312,15.524,1745
"14351740-2706344 ",,,5319.0,1.108,0.92,"DWARF   ",17.443,16.716,14.552,1746
"14351270-2706303 ",,,,,,,21.26,20.262,15.405,1748
"14350473-2706072 ",,,5056.0,0.576,0.84,"DWARF   ",18.5,18.168,17.096,1749
"14351795-2706000 ",,,,,,"DWARF   ",21.151,20.237,15.316,1750
"14352191-2705394 ",,,3747.0,,,"DWARF   ",20.666,19.981,15.43,1751
"14345970-2705356 ",,,5576.0,1.51,0.98,"DWARF   ",14.813,14.119,12.144,1752
"14352106-2705299 ",,,5898.0,1.236,1.07,"DWARF   ",17.502,16.767,15.243,1753
"14351638-2705294 ",,,4640.0,0.94,0.74,"DWARF   ",18.368,17.405,14.559,1754
"14350569-2705137 ",,,5799.0,,,"DWARF   ",17.925,17.614,15.433,1755
"14351185-2705127 ",,,,,,,19.119,19.729,15.155,1756
"14345205-2705117 ",,,5415.0,0.73,0.94,"DWARF   ",17.392,16.449,14.558,1757
"14350869-2705070 ",,,4441.0,0.636,0.7,"DWARF   ",19.268,18.485,15.458,1758
"14351035-2705034 ",,,4785.0,5.702,,"GIANT   ",15.311,14.384,11.512,1759
"14350303-2705034 ",,,5725.0,0.725,1.02,"DWARF   ",17.29,16.319,14.788,1760
"14345714-2705021 ",,,4425.5,19.261,,"GIANT   ",13.832,12.631,9.408,1761
"14350217-2705021 ",,,5882.0,0.964,1.07,"DWARF   ",16.672,16.135,14.406,1762
"14352341-2704587 ",,,6253.0,1.154,1.21,"DWARF   ",14.092,13.665,11.949,1763
"14345956-2704436 ",,,3737.0,,,"DWARF   ",20.757,20.036,15.183,1764
"14351668-2704419 ",,,5252.0,,,"DWARF   ",18.517,18.182,15.72,1765
"14345553-2704408 ",,,,,,"DWARF   ",,15.626,13.251,1766
"14352040-2704402 ",,,5891.0,0.831,1.07,"DWARF   ",16.988,16.319,14.273,1767
"14345501-2704374 ",,,4725.0,,,"DWARF   ",18.409,18.852,15.579,1768
"14351588-2704194 ",,,5804.0,0.966,1.04,"DWARF   ",16.826,16.326,14.387,1769
"14350454-2704090 ",,,6250.0,1.332,1.21,"DWARF   ",17.598,17.306,15.693,1770
"14350754-2704080 ",,,5876.0,0.616,1.06,"DWARF   ",17.685,17.383,15.494,1771
"14350103-2704074 ",,,4368.0,0.632,0.68,"DWARF   ",19.191,18.264,14.903,1772
"14351949-2703595 ",,,4320.0,0.592,0.68,"DWARF   ",17.127,17.919,14.411,1773
"14352016-2703508 ",,,3972.0,0.872,0.62,"DWARF   ",19.954,18.653,14.837,1774
"14351353-2703501 ",,,5602.0,1.133,0.99,"DWARF   ",17.583,16.555,15.027,1775
"14352202-2703455 ",,,3972.0,0.553,0.62,"DWARF   ",19.643,18.418,14.572,1776
"14345585-2703293 ",,,5992.0,1.393,1.1,"DWARF   ",15.781,15.192,13.374,1777
"14351143-2703202 ",,,5636.0,0.573,1.0,"DWARF   ",17.97,17.472,15.602,1778
"14350548-2703153 ",,,4921.0,3.441,,"GIANT   ",17.361,16.176,13.86,1779
"14350674-2703152 ",,,5771.0,1.045,1.03,"DWARF   ",17.833,17.559,15.324,1780
"14351601-2703149 ",,,5953.0,,,"DWARF   ",17.716,18.023,15.163,1781
"14351703-2702587 ",,,4351.0,0.822,0.68,"DWARF   ",19.448,18.362,15.305,1783
"14350774-2702549 ",,,3529.0,0.609,0.47,"DWARF   ",20.909,20.484,15.65,1784
"14350238-2702536 ",,,,,,,20.232,19.902,15.323,1785
"14350345-2702491 ",,,5779.0,0.965,1.04,"DWARF   ",17.015,16.486,14.374,1786
"14345819-2702439 ",,,5957.0,1.581,1.09,"DWARF   ",16.556,15.759,14.331,1787
"14351612-2702403 ",,,5100.0,2.397,,"GIANT   ",15.934,15.466,13.173,1788
"14351632-2702355 ",,,5844.0,1.052,1.05,"DWARF   ",14.653,15.881,14.573,1789
"14352218-2702204 ",,,4744.0,0.601,0.76,"DWARF   ",18.789,18.098,15.368,1790
"14350468-2702143 ",,,7673.0,1.24,1.8,"DWARF   ",15.747,15.54,14.739,1791
"14351563-2702070 ",,,4367.0,0.753,0.68,"DWARF   ",17.619,16.392,13.294,1792
"14350881-2701576 ",,,4551.0,0.603,0.72,"DWARF   ",19.201,18.815,15.125,1793
"14350250-2701473 ",,,3565.0,1.382,,"GIANT   ",21.174,20.021,15.359,1794
"14350859-2701448 ",,,5654.0,0.987,1.0,"DWARF   ",14.783,14.158,12.281,1795
"14352460-2701371 ",,,4554.0,0.622,0.72,"DWARF   ",19.368,18.652,15.57,1796
"14345361-2701325 ",,,5835.0,0.861,1.05,"DWARF   ",,16.934,15.172,1797
"14345466-2701324 ",,,5881.0,0.674,1.07,"DWARF   ",17.536,16.581,15.486,1798
"14351586-2701253 ",,,5920.0,0.877,1.08,"DWARF   ",17.377,16.639,14.973,1799
"14350254-2701219 ",,,,,,,20.297,19.076,14.86,1800
"14351638-2701160 ",,,4762.0,0.665,0.77,"DWARF   ",18.16,17.211,14.547,1801
"14351514-2701118 ",,,5746.0,0.687,1.03,"DWARF   ",17.919,17.709,15.621,1802
"14351825-2700554 ",,,5788.0,1.07,1.04,"DWARF   ",17.417,16.921,15.082,1804
"14352332-2700542 ",,,4064.0,0.755,0.64,"DWARF   ",19.181,18.211,14.505,1805
"14351615-2700415 ",,,5218.0,3.041,,"GIANT   ",17.115,16.403,13.989,1806
"14351190-2700322 ",,,5470.0,1.047,0.96,"DWARF   ",17.652,16.645,14.746,1807
"14351622-2700262 ",,,5873.0,0.574,1.06,"DWARF   ",18.392,17.57,15.732,1808
"14351360-2700255 ",,,5822.0,0.748,1.05,"DWARF   ",17.62,16.628,15.17,1809
"14351870-2700119 ",,,5005.0,0.905,0.83,"DWARF   ",18.209,17.285,14.982,1810
"14350694-2700085 ",,,4967.0,0.707,0.82,"DWARF   ",18.414,17.512,15.254,1811
"14350970-2700053 ",,,3954.0,1.158,0.62,"DWARF   ",20.873,19.644,15.802,1812
"14351820-2659472 ",,,,,,"DWARF   ",,17.478,14.539,1813
"14345962-2659367 ",,,6165.0,1.142,1.17,"DWARF   ",14.352,13.847,12.213,1814
"14352485-2659336 ",,,,,,,,20.839,15.59,1815
"14350597-2659327 ",,,5395.0,2.453,0.94,"DWARF   ",17.386,16.409,14.454,1816
"14352301-2659139 ",,,5671.0,1.481,1.01,"DWARF   ",16.027,15.522,13.457,1817
"14345723-2659092 ",,,,,,"DWARF   ",17.871,16.969,14.81,1818
"14351239-2659064 ",,,3413.0,0.45,0.447,"DWARF   ",20.582,19.34,14.557,1819
"14345454-2659040 ",,,4733.0,0.979,0.76,"DWARF   ",17.461,16.306,13.789,1820
"14345099-2659031 ",,,,,,,,20.627,15.882,1821
"14351182-2658540 ",,,4396.0,0.92,0.69,"DWARF   ",17.31,16.132,13.006,1822
"14345288-2658277 ",,,5039.0,0.758,0.84,"DWARF   ",17.175,15.964,13.757,1823
"14351463-2658228 ",,,4510.0,0.583,0.71,"DWARF   ",18.206,17.122,14.076,1824
"14345577-2658182 ",,,5384.0,0.747,0.93,"DWARF   ",18.418,17.767,15.46,1825
"14351652-2658087 ",,,5180.0,1.235,0.88,"DWARF   ",17.63,16.674,14.582,1827
"14350174-2657589 ",,,5780.0,0.997,1.04,"DWARF   ",16.938,16.578,14.561,1828
"14350691-2657548 ",,,4104.0,0.539,0.64,"DWARF   ",19.923,18.734,15.211,1829
"14350574-2657534 ",,,3538.0,0.543,0.539,"DWARF   ",17.971,18.462,14.015,1830
"14345244-2657364 ",,,5863.0,1.064,1.06,"DWARF   ",15.827,15.028,13.479,1831
"14351388-2657296 ",,,3425.0,0.376,0.364,"DWARF   ",20.375,19.28,14.375,1832
"14351749-2657209 ",,,5826.0,0.712,1.05,"DWARF   ",17.746,17.1,15.126,1833
"14351436-2657059 ",,,5793.0,,,"DWARF   ",18.498,17.811,15.298,1835
"14345685-2656555 ",,,5818.0,0.977,1.05,"DWARF   ",17.957,17.48,15.654,1837
"14350528-2656510 ",,,5016.0,0.778,0.83,"DWARF   ",17.922,16.967,14.452,1838
"14351948-2656330 ",,,4630.0,0.457,0.73,"DWARF   ",19.593,18.709,15.386,1839
"14345657-2656312 ",,,5206.0,0.974,0.89,"DWARF   ",18.168,17.449,14.915,1840
"14351736-2656287 ",,,3552.0,0.588,0.578,"DWARF   ",19.315,18.45,13.864,1841
"14350948-2656123 ",,,3875.0,0.574,0.566,"DWARF   ",19.07,18.134,14.384,1842
"14350451-2656072 ",,,5926.0,1.241,1.08,"DWARF   ",15.111,14.676,12.783,1843
"14350413-2656065 ",,,4573.0,0.58,0.72,"DWARF   ",14.978,18.542,14.393,1844
"14351290-2656023 ",,,5096.0,,,"DWARF   ",18.85,18.245,15.188,1845
"14351854-2655579 ",,,5897.0,0.917,1.07,"DWARF   ",17.676,16.982,15.26,1846
"14350767-2655558 ",,,5455.0,0.926,0.95,"DWARF   ",18.521,17.749,15.375,1847
"14351480-2655545 ",,,5634.0,1.485,1.0,"DWARF   ",17.792,17.268,15.271,1848
"14345387-2655437 ",,,4950.0,0.814,0.82,"DWARF   ",18.91,17.997,15.614,1849
"14350893-2655418 ",,,6017.0,1.271,1.11,"DWARF   ",15.257,14.668,12.958,1850
"14352254-2655319 ",,,5993.0,0.97,1.1,"DWARF   ",15.296,14.71,13.044,1851
"14350474-2655301 ",,,4087.0,0.584,0.64,"DWARF   ",19.978,19.003,15.658,1852
"14351541-2655288 ",,,5629.0,1.105,1.0,"DWARF   ",,16.796,15.191,1853
"14345272-2655191 ",,,5769.0,0.887,1.03,"DWARF   ",16.355,15.639,13.86,1854
"14350627-2655166 ",,,3995.0,0.963,0.62,"DWARF   ",19.065,17.623,13.965,1855
"14350901-2655108 ",,,5449.0,0.751,0.95,"DWARF   ",15.938,15.16,13.106,1856
"14351108-2655048 ",,,5897.0,,,"DWARF   ",18.004,17.752,15.126,1857
"14350878-2655026 ",,,4423.0,0.809,0.69,"DWARF   ",,18.08,14.849,1858
"14351078-2654534 ",,,4286.0,1.09,0.67,"DWARF   ",20.073,19.376,15.385,1859
"14345308-2654377 ",,,5605.0,5.148,,"GIANT   ",16.141,15.522,13.448,1860
"14345687-2654331 ",,,4713.0,0.821,0.75,"DWARF   ",18.295,17.745,14.869,1861
"14350402-2654317 ",,,5486.0,0.869,0.96,"DWARF   ",17.595,16.927,14.951,1862
"14351853-2654295 ",,,4527.0,0.735,0.71,"DWARF   ",17.727,16.414,13.717,1863
"14352032-2654295 ",,,3934.0,0.599,0.587,"DWARF   ",19.105,17.992,14.312,1864
"14345563-2654173 ",,,5630.0,0.733,1.0,"DWARF   ",17.129,16.459,14.499,1865
"14350587-2654138 ",,,5899.0,1.243,1.07,"DWARF   ",17.494,16.641,15.125,1866
"14345433-2654130 ",,,3673.0,1.2,0.54,"DWARF   ",20.475,20.145,15.664,1867
"14350122-2654017 ",,,4985.0,,,"DWARF   ",18.67,18.108,15.604,1868
"14345158-2653298 ",,,5663.0,0.578,1.01,"DWARF   ",18.968,18.446,16.098,1869
"14352143-2653164 ",,,5936.0,0.868,1.08,"DWARF   ",18.405,17.948,16.126,1870
"14350573-2653096 ",,,5296.0,2.141,0.91,"DWARF   ",,17.508,15.442,1871
"14350040-2653064 ",,,3550.0,0.338,0.32,"DWARF   ",17.44,19.492,14.705,1872
"14345982-2653043 ",,,5314.0,1.022,0.92,"DWARF   ",17.032,16.378,14.163,1873
"14350677-2653035 ",,,7096.0,1.48,1.57,"DWARF   ",16.343,15.958,14.73,1874
"14352040-2653028 ",,,3233.0,0.185,0.154,"DWARF   ",19.549,18.58,12.809,1875
"14351084-2652476 ",,,3503.0,,,"DWARF   ",16.812,21.196,15.385,1876
"14351119-2652473 ",,,5513.0,1.171,0.97,"DWARF   ",17.064,16.657,14.6,1877
"14350752-2652450 ",,,6011.0,0.589,1.11,"DWARF   ",18.105,17.45,15.213,1878
"14352145-2652423 ",,,3538.0,0.756,0.48,"DWARF   ",,20.977,15.832,1879
"14351140-2652411 ",,,5876.0,1.065,1.06,"DWARF   ",16.175,16.099,14.006,1880
"14345366-2652179 ",,,5324.0,0.977,0.92,"DWARF   ",18.305,17.846,15.573,1881
"14351240-2652055 ",,,5862.0,1.346,1.06,"DWARF   ",17.702,16.995,15.138,1882
"14350553-2652043 ",,,6048.0,1.192,1.13,"DWARF   ",17.461,17.166,15.125,1883
"14350910-2652036 ",,,8782.0,2.108,2.21,"DWARF   ",15.35,15.385,14.578,1884
"14345537-2652033 ",,,5202.0,0.748,0.88,"DWARF   ",18.738,18.117,15.478,1885
"14345935-2651567 ",,,6613.8,2.009,1.38,"DWARF   ",12.413,12.16,10.868,1886
"14350660-2651556 ",,,,,,"DWARF   ",,20.324,15.979,1887
"14345288-2651545 ",,,3486.0,0.212,0.181,"DWARF   ",21.139,20.203,15.255,1888
"14350183-2651416 ",,,6096.0,1.021,1.14,"DWARF   ",14.125,13.745,11.889,1889
"14351557-2651395 ",,,5332.0,1.133,0.92,"DWARF   ",,17.066,14.8,1890
"14351738-2651326 ",,,4764.0,0.684,0.77,"DWARF   ",18.54,17.733,15.069,1891
"14350811-2651240 ",,,4716.0,0.581,0.75,"DWARF   ",19.001,18.44,15.538,1892
"14351333-2651098 ",,,3737.0,0.604,0.591,"DWARF   ",19.987,18.717,14.776,1893
"14350592-2650595 ",,,5905.0,1.067,1.07,"DWARF   ",17.256,16.69,15.054,1894
"14352200-2650420 ",,,6047.0,1.705,1.12,"DWARF   ",16.37,16.277,14.177,1895
"14351943-2650405 ",,,4903.0,0.743,0.8,"DWARF   ",16.203,15.114,12.786,1896
"14350710-2650313 ",,,6242.0,1.083,1.21,"DWARF   ",14.592,14.245,12.483,1897
"14350068-2650273 ",,,5103.0,0.528,0.86,"DWARF   ",18.041,18.275,15.772,1898
"14351655-2650243 ",,,,,,"DWARF   ",18.09,17.686,15.493,1899
"14350666-2650185 ",,,5412.0,0.97,0.94,"DWARF   ",16.876,15.398,13.366,1900
"14345638-2650117 ",,,4704.0,0.666,0.75,"DWARF   ",18.663,17.772,14.765,1901
"14350950-2650112 ",,,5390.0,0.787,0.94,"DWARF   ",17.631,17.11,14.695,1902
"14350830-2650100 ",,,5790.0,0.917,1.04,"DWARF   ",17.148,16.403,14.6,1903
"14350403-2650050 ",,,5233.0,0.564,0.89,"DWARF   ",18.344,17.825,15.566,1904
"14351221-2650049 ",,,5223.0,0.757,0.89,"DWARF   ",18.234,17.573,15.24,1905
"14350862-2650035 ",,,,,,"DWARF   ",16.972,16.426,15.446,1906
"14351253-2649594 ",,,4697.0,0.766,0.75,"DWARF   ",17.738,17.557,14.567,1907
"14350404-2649510 ",,,4140.0,0.673,0.65,"DWARF   ",19.694,18.711,15.295,1908
"14350474-2649451 ",,,6163.0,1.174,1.17,"DWARF   ",17.118,16.162,14.908,1909
"14351756-2649443 ",,,5259.0,0.784,0.9,"DWARF   ",18.458,18.189,15.352,1910
"14350823-2649406 ",,,5790.0,1.51,1.04,"DWARF   ",16.501,15.93,14.034,1911
"14345689-2649365 ",,,3933.0,1.153,0.61,"DWARF   ",20.882,19.592,15.632,1912
"14352230-2649297 ",,,5732.0,0.709,1.02,"DWARF   ",18.164,17.696,15.875,1913
"14345575-2649236 ",,,4891.0,0.92,0.8,"DWARF   ",17.189,16.432,13.573,1914
"14351578-2649160 ",,,5531.0,1.034,0.97,"DWARF   ",17.721,17.0,15.236,1915
"14351123-2648572 ",,,5227.0,0.809,0.89,"DWARF   ",15.192,14.453,12.226,1916
"14352306-2648534 ",,,4701.0,0.888,0.75,"DWARF   ",18.238,17.349,14.897,1917
"14345836-2648533 ",,,,,,,19.38,18.943,14.831,1918
"14345728-2648415 ",,,5463.0,0.952,0.95,"DWARF   ",14.031,13.426,11.401,1919
"14350346-2648400 ",,,6203.0,1.833,1.19,"DWARF   ",13.727,13.306,11.642,1920
"14345990-2648375 ",,,3557.0,0.392,0.383,"DWARF   ",20.452,19.152,14.72,1921
"14350080-2648323 ",,,4563.0,0.54,0.72,"DWARF   ",15.139,17.877,14.881,1922
"14345526-2648320 ",,,4298.0,0.784,0.67,"DWARF   ",19.195,19.337,15.541,1923
"14350042-2648313 ",,,5434.0,1.152,0.95,"DWARF   ",15.49,14.986,12.73,1924
"14350355-2648271 ",,,5412.0,0.81,0.94,"DWARF   ",16.282,15.284,13.103,1925
"14351918-2648270 ",,,3940.0,0.503,0.501,"DWARF   ",19.638,18.431,14.722,1926
"14351448-2648227 ",,,4654.0,0.714,0.74,"DWARF   ",15.906,14.883,12.059,1927
"14350258-2648060 ",,,5246.0,0.873,0.9,"DWARF   ",16.78,15.813,13.713,1928
"14350594-2648034 ",,,4734.0,0.547,0.76,"DWARF   ",18.841,17.828,15.299,1929
"14350600-2647273 ",,,5771.0,0.756,1.03,"DWARF   ",16.164,15.448,13.638,1930
"14345778-2647234 ",,,4495.0,0.72,0.71,"DWARF   ",17.517,16.529,13.44,1931
"14350752-2647172 ",,,3553.0,0.451,0.49,"DWARF   ",20.891,19.772,14.979,1932
"14345811-2647172 ",,,5190.0,1.089,0.88,"DWARF   ",16.329,15.368,13.407,1933
"14351842-2647030 ",,,3643.0,0.941,0.53,"DWARF   ",20.74,19.716,15.216,1934
"14350644-2647020 ",,,,,,,,21.431,15.845,1935
"14350375-2646492 ",,,3627.0,0.506,0.504,"DWARF   ",20.188,18.994,14.724,1936
"14350698-2646401 ",,,5447.0,0.817,0.95,"DWARF   ",14.975,14.368,12.229,1937
"14350293-2646359 ",,,5779.0,0.79,1.04,"DWARF   ",17.685,17.002,15.087,1938
"14350170-2646356 ",,,4187.0,1.195,0.66,"DWARF   ",19.675,18.683,15.132,1939
"14345645-2646341 ",,,3535.0,0.543,0.539,"DWARF   ",20.059,18.74,14.208,1940
"14350391-2646339 ",,,5818.0,0.781,1.05,"DWARF   ",17.86,17.388,15.64,1941
"14345946-2646190 ",,,5869.0,1.326,1.06,"DWARF   ",17.936,17.547,14.992,1942
"14351183-2646051 ",,,5155.0,0.877,0.87,"DWARF   ",18.044,17.257,15.154,1944
"14351791-2645595 ",,,3932.0,0.644,0.622,"DWARF   ",,16.709,13.233,1945
"14350140-2645553 ",,,5209.0,0.809,0.89,"DWARF   ",17.851,17.163,14.907,1946
"14350611-2645531 ",,,3916.0,0.973,0.61,"DWARF   ",20.219,19.241,15.467,1947
"14350475-2645510 ",,,5115.0,0.553,0.86,"DWARF   ",17.222,16.65,14.302,1948
"14352249-2645498 ",,,5047.0,0.802,0.84,"DWARF   ",15.007,14.207,11.81,1949
"14350562-2645346 ",,,3879.0,0.835,0.6,"DWARF   ",20.689,19.676,15.433,1950
"14351287-2645259 ",,,3398.0,0.251,0.222,"DWARF   ",20.111,18.614,14.002,1951
"14350631-2644579 ",,,3764.0,0.592,0.57,"DWARF   ",,20.39,15.848,1952
"14351432-2644522 ",,,6156.0,1.452,1.17,"DWARF   ",17.833,17.326,15.375,1953
"14350454-2644457 ",,,4699.0,0.693,0.75,"DWARF   ",18.55,17.712,15.214,1954
"14351965-2644421 ",,,5670.0,1.193,1.01,"DWARF   ",16.638,16.305,14.37,1955
"14352010-2644355 ",,,5843.0,1.355,1.05,"DWARF   ",17.529,16.721,14.978,1956
"14352257-2644350 ",,,5587.0,1.046,0.99,"DWARF   ",16.004,15.388,13.379,1957
"14345636-2644278 ",,,3910.0,0.55,0.61,"DWARF   ",20.201,18.85,14.618,1958
"14350114-2644215 ",,,,,,"DWARF   ",16.922,15.75,13.12,1959
"14351450-2644148 ",,,5890.0,1.374,1.07,"DWARF   ",16.917,16.192,14.552,1960
"14345301-2644084 ",,,5484.0,1.211,0.96,"DWARF   ",17.166,16.194,14.337,1961
"14351089-2644025 ",,,3557.0,0.649,0.49,"DWARF   ",,20.968,15.821,1962
"14345293-2644002 ",,,4675.0,0.841,0.75,"DWARF   ",18.371,17.396,14.48,1963
"14350668-2643584 ",,,5504.0,1.154,0.97,"DWARF   ",17.359,17.771,15.737,1964
"14351969-2643476 ",,,5436.0,0.562,0.95,"DWARF   ",18.663,17.972,16.27,1966
"14350534-2643466 ",,,4387.0,1.998,,"GIANT   ",19.205,18.38,14.896,1967
"14352250-2643423 ",,,3838.0,1.444,,"GIANT   ",21.108,19.711,15.596,1968
"14350085-2643370 ",,,4313.8,28.839,,"GIANT   ",13.876,12.524,8.952,1969
"14351907-2643340 ",,,5793.0,0.936,1.04,"DWARF   ",18.038,17.502,15.447,1970
"14350928-2643305 ",,,5758.0,1.163,1.03,"DWARF   ",16.792,16.182,14.318,1971
"14350773-2643285 ",,,,,,,19.793,19.045,15.865,1972
